mcNumber,legalName,dbaName,entityType,operationType,phone,email,physicalAddress,mailingAddress,city,state,zip,url
MC-736412,TOWER BRIDGE LOGISTICS LLC,,CARRIER,Property,(916) 753-0222,TOWERBRIDGELOGISTICS@GMAIL.COM,"7865 HIGHWAY 11, CAMPOBELLO, SC 29322","7865 HIGHWAY 11, CAMPOBELLO, SC 29322",CAMPOBELLO,SC,29322,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=736412
MC-736423,SUMMAN TRUCKING INC,,CARRIER,Property,(510) 774-1998,SUMMANTRUCKING@GMAIL.COM,"46726 FREMONT BLVD, FREMONT, CA 94538","46726 FREMONT BLVD, FREMONT, CA 94538",FREMONT,CA,94538,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=736423
MC-736433,NORTHEAST RELOCATION LLC,US EXPRESS RELOCATION,CARRIER/BROKER,Property,(678) 222-8377,NORTHEASTRELOCATION2021@GMAIL.COM,"6735 PEACHTREE IND BLVD SUITE 100, ATLANTA, GA 30360","6735 PEACHTREE IND BLVD SUITE 100, ATLANTA, GA 30360",ATLANTA,GA,30360,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=736433
MC-736436,ZAKS TRANSPORTATION GROUP LLC,,CARRIER,Property,(404) 519-7366,ZAKS2011@HOTMAIL.COM,"6150 OVERLEAF TERRACE, CUMMING, GA 30040","6150 OVERLEAF TERRACE, CUMMING, GA 30040",CUMMING,GA,30040,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=736436
MC-736446,JULIA ENTERPRISE INC,,CARRIER,Property,(773) 344-0324,JULENTINC@YAHOO.COM,"2283 GREENVIEW RD, NORTHBROOK, IL 60062","2283 GREENVIEW RD, NORTHBROOK, IL 60062",NORTHBROOK,IL,60062,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=736446
MC-736460,PK CONTRACTING LLC,,CARRIER,Property,(724) 455-7475,PKESLAR88@LIVE.COM,"884 BUCHANAN ROAD, WHITE, PA 15490-0311","PO BOX 311, WHITE, PA 15490",WHITE,PA,15490-0311,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=736460
MC-736474,DANNY GIRARD,TOW PRO WRECKER SERVICE,CARRIER,Property,(972) 938-3221,LGIRARD@TOWPROTX.COM,"8215 LITTLEBRANCH RD, WAXAHACHIE, TX 75167","P O BOX 1426, RED OAK, TX 75154",WAXAHACHIE,TX,75167,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=736474
MC-736477,FRONTIER FEEDS LLC,,CARRIER,Property,(580) 658-2525,VALERIE@FRONTIERFEEDSCOMPANY.COM,"1801 W NABOR, MARLOW, OK 73055","PO BOX 470, MARLOW, OK 73055",MARLOW,OK,73055,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=736477
MC-736487,BICYCLE ADVENTURES INC,BICYCLE ADVENTURES,CARRIER,Property,(425) 250-5540,CAMILLE@BICYCLEADVENTURES.COM,"425 PINE ST, WALLACE, ID 83873","425 PINE ST, WALLACE, ID 83873",WALLACE,ID,83873,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=736487
MC-736500,VITEX CORP,,CARRIER,Property,(718) 223-3294,VITEX2010@GMAIL.COM,"228 EAST RTE 59 SUITE 301, NANUET, NY 10954","228 EAST RTE 59 SUITE 301, NANUET, NY 10954",NANUET,NY,10954,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=736500
MC-736507,D & L CORPORATION,SIGNATURE AUTO TRANSPORT,CARRIER,Property,(480) 626-8609,K.DESPAIN@COX.NET,"67 S HIGLEY RD #103A, GILBERT, AZ 85296","67 S HIGLEY RD #103A, GILBERT, AZ 85296",GILBERT,AZ,85296,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=736507
MC-736524,MARSCHALL LINE LLC,,CARRIER,Property,(651) 463-8689,TNELSON@MINNESOTACOACHES.COM,"5119 212TH STREET WEST, FARMINGTON, MN 55024","101 EAST 10TH STREET SUITE #300, HASTINGS, MN 55033",FARMINGTON,MN,55024,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=736524
MC-736540,SKYNET TRANSPORTATION INC,,CARRIER,Property,(404) 547-8101,LLAV21@AOL.COM,"900 WINDING TRL, LAWRENCEVILLE, GA 30046","900 WINDING TRL, LAWRENCEVILLE, GA 30046",LAWRENCEVILLE,GA,30046,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=736540
MC-736543,TERRY YOUNG TRUCKING INC,,CARRIER,Property,(815) 790-4115,PFLTD@WI.RR.COM,"11337 260TH AVENUE, TREVOR, WI 53179","PO BOX 13, TREVOR, WI 53179-0013",TREVOR,WI,53179,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=736543
MC-736555,JOSE R MARTINEZ MAGANA,M & A TRANSPORTATION,CARRIER,Property,(801) 518-3421,M-A-TRANSPORTATION@HOTMAIL.COM,"4941 W 6960 S, WEST JORDAN, UT 84081","4941 W 6960 S, WEST JORDAN, UT 84081",WEST JORDAN,UT,84081,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=736555
MC-736558,STEVE GRAHAM TRUCKING INC,GRAHAM AND SONS,CARRIER,Property,(360) 590-4250,SUSANG@GRAHAMANDSONSND.COM,"3596 152ND AVE NW, CARTWRIGHT, ND 58838","3596 152ND AVE NW, CARTWRIGHT, ND 58838",CARTWRIGHT,ND,58838,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=736558
MC-736568,GARY LAMBERT,LAMBERT TRUCKING,CARRIER,Property,(785) 820-1622,POKIE345@GMAIL.COM,"345 1100 AVE, ABILENE, KS 67410","345 1100 AVE, ABILENE, KS 67410",ABILENE,KS,67410,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=736568
MC-736580,SIX GIRLS ONE BOY TRUCKING INC,,CARRIER,Property,(262) 497-5226,JRODRIGUEZ9632@YAHOO.COM,"10557 W WILMINGTON RD, PEOTONE, IL 60468","10557 W WILMINGTON RD, PEOTONE, IL 60468",PEOTONE,IL,60468,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=736580
MC-736583,DENNIS M SPENARD,EXECUTIVE SEDAN & LIMOUSINE,CARRIER,Property,(603) 625-2999,EXEC-1@COMCAST.NET,"42 CODY ST, MANCHESTER, NH 03109","42 CODY ST, MANCHESTER, NH 03109",MANCHESTER,NH,03109,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=736583
MC-736588,RICHARDS MOBILE HOME MOVERS LLC,,CARRIER,Property,(913) 208-1485,RICHARD_PROVANCE@YAHOO.COM,"13191 23RD ST, PERRY, KS 66073","13191 23RD ST, PERRY, KS 66073",PERRY,KS,66073,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=736588
MC-736596,TRIVIUM LOGISTICS LLC,,CARRIER/BROKER,Property,(602) 341-6524,LBOSHEARS@TRIVIUMLOGISTICS.COM,"221 E WILLIS RD STE 12, CHANDLER, AZ 85286","2040 S ALMA SCHOOL RD STE 1 PB, CHANDLER, AZ 85286",CHANDLER,AZ,85286,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=736596
MC-732607,IL FITNESS PROS INC,,CARRIER,Property,(847) 241-0210,HELEN@ILFITNESSPROS.COM,"702 GOODMAN CT, BARRINTON, IL 60010","PO BOX 2317, PALATINE, IL 60078",BARRINTON,IL,60010,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=732607
MC-732609,LEON TRANSPORT INC,,CARRIER,Property,(252) 292-8382,LEONTRANSPORT@GMAIL.COM,"510 PIKE ST SW, WILSON, NC 27893","510 PIKE ST SW, WILSON, NC 27893",WILSON,NC,27893,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=732609
MC-732614,REDENIUS FARMS TRUCKING LLC,,CARRIER,Property,(515) 341-5725,JREDENIUS@NCN.NET,"520 250TH STREET, BRITT, IA 50423","520 250TH STREET, BRITT, IA 50423",BRITT,IA,50423,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=732614
MC-732653,RAMJAY INC,,CARRIER,Property,(703) 567-6272,JJ@RAMJAYINC.COM,"1104 ARCHER COURT, ALEXANDRIA, VA 22312","1104 ARCHER COURT, ALEXANDRIA, VA 22312",ALEXANDRIA,VA,22312,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=732653
MC-732668,RAYMAN MOTOR FREIGHT SYSTEMS INC,,CARRIER,Property,(647) 502-3280,ACCOUNTING@RAYMANMOTOR.COM,"3349 DESTINATION DRIVE, MISSISSAUGA, ON L5M 7W6","3349 DESTINATION DRIVE, MISSISSAUGA, ON L5M 7W6",,,,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=732668
MC-732671,JCR TRANSPORT LLC,,CARRIER,Property,(520) 991-1047,RENEREDONDO31@YAHOO.COM,"10241 S SUN VALLEY AVE, TUCSON, AZ 85756","10241 S SUN VALLEY AVE, TUCSON, AZ 85756",TUCSON,AZ,85756,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=732671
MC-732673,US TRUCK LINE LLC,,CARRIER,Property,(503) 914-8793,US.TRUCKLINE@YAHOO.COM,"29626 SE HWY 212, BORING, OR 97009","29626 SE HWY 212, BORING, OR 97009",BORING,OR,97009,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=732673
MC-732689,MORRIS TRUCKING LLC,,CARRIER,Property,(269) 673-3861,DONMORRIS.TRUCKING@GMAIL.COM,"124 DELANO ST, ALLEGAN, MI 49010","124 DELAN ST, ALLEGAN, MI 49010",ALLEGAN,MI,49010,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=732689
MC-732690,DEES TRANSPORT LLC,,CARRIER,Property,(870) 577-9590,DEESTRANSPORTLLC@GMAIL.COM,"324 N INDUSTRIAL PARK RD SUITE E, HARRISON, AR 72601","PO BOX 346, BERGMAN, AR 72615",HARRISON,AR,72601,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=732690
MC-732696,J C H TRANSPORT LLC,,CARRIER,Property,(480) 498-1475,JCH_TRUCKING@HOTMAIL.COM,"1813 E. 8TH ST, DOUGLAS, AZ 85607","1813 E. 8TH ST, DOUGLAS, AZ 85607",DOUGLAS,AZ,85607,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=732696
MC-732698,RUDELL REPAIR INC,,CARRIER,Property,(269) 621-3511,RUDELLREPAIR@YAHOO.COM,"65737 RED ARROW HWY, HARTFORD, MI 49057","65737 RED ARROW HWY, HARTFORD, MI 49057",HARTFORD,MI,49057,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=732698
MC-732710,HACKBARTH HAULING LLC,,CARRIER,Property,(920) 378-0643,MRS.GRUBS@YAHOO.COM,"W1515 CTH PP, HILBERT, WI 54129","W1515 CTH PP, HILBERT, WI 54129",HILBERT,WI,54129,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=732710
MC-732713,ALLEN JOHNSON FARMS LLC,ALLEN JOHNSON FARMS,CARRIER,Property,(256) 497-4078,,"7594 US HIGHWAY 72, ATHENS, AL 35611","7594 US HIGHWAY 72, ATHENS, AL 35611",ATHENS,AL,35611,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=732713
MC-732714,TRACKSIDE SERVICE & REPAIR INC,,CARRIER,Property,(712) 473-2220,TRACKSIDE@ALLIANCECOM.NET,"205 MAIN ST, ALVORD, IA 51230","205 MAIN ST, ALVORD, IA 51230",ALVORD,IA,51230,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=732714
MC-732729,AXIAL TRANSPORT INC,,CARRIER,Property,(773) 501-9210,AXIALTRANSPORTINC@YAHOO.COM,"6348 N MILWAUKEE AVE #152, CHICAGO, IL 60646","6348 N MILWAUKEE AVE #152, CHICAGO, IL 60646",CHICAGO,IL,60646,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=732729
MC-732733,SIDE WORK TRUCKING LLC,,CARRIER,Property,(757) 652-8516,SIDEWORKTRUCKING@GMAIL.COM,"4410 EAST CLAIBORNE SQUARE SUITE 334, HAMPTON, VA 23666","PO BOX 5239, VIRGINIA BEACH, VA 23471",HAMPTON,VA,23666,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=732733
MC-732734,URBINA EXPRESS SERVICES INC,,CARRIER,Property,(909) 503-5391,ISIDROURBINA15@YAHOO.COM,"901 EAST WASHINGTON ST APT 252, COLTON, CA 92324","901 EAST WASHINGTON ST APT 252, COLTON, CA 92324",COLTON,CA,92324,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=732734
MC-732770,STEPHANNY TRUCKING LLC,,CARRIER/SHIPPER,Property,(610) 235-3389,JOSEALC03@GMAIL.COM,"991 W CHESTNUT ST, COATESVILLE, PA 19320","991 W CHESTNUT ST, COATSVILLE, PA 19320",COATESVILLE,PA,19320,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=732770
MC-732774,WESTHILLS EXPRESS INC,,CARRIER,Property,(604) 746-1111,DISPATCH@WESTHILLS-EXPRESS.COM,"3486 PROMONTORY COURT, ABBOTSFORD, BC V2T 6S8","3486 PROMONTORY COURT, ABBOTSFORD, BC V2T 6S8",,,,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=732774
MC-732791,SHUMAN RIGGING AND TRANSPORT LLC,WAGNER CRANE RIGGING AND MACHINERY TRANSPORT,CARRIER,Property,(937) 322-5714,WCR.SARAH@YAHOO.COM,"1919 CROFT ROAD, SPRINGFIELD, OH 45503","1919 CROFT ROAD, SPRINGFIELD, OH 45503",SPRINGFIELD,OH,45503,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=732791
MC-732792,TARAHUMARA EXPRESS INC,T EXPRESS,CARRIER,Property,(602) 518-8687,MVIGIL69@GMAIL.COM,"3443 W SAINT ANNE AVE, PHOENIX, AZ 85041","3443 W SAINT ANNE AVE, PHOENIX, AZ 85041",PHOENIX,AZ,85041,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=732792
MC-732799,REFIK BESHIRI,RB TRUCKING,CARRIER,Property,(262) 271-2663,,"12102 122ND, PLEASANT PRARIE, WI 53158","12102 122ND, PLEASANT PRARIE, WI 53158",PLEASANT PRARIE,WI,53158,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=732799
MC-732800,FUTRELL SPECIALIZED LLC,,CARRIER,Property,(419) 283-7866,FUTRELL@BEX.NET,"4950 ONWAY, OTTAWA LAKE, MI 49267","4950 ONWAY, OTTAWA LAKE, MI 49267",OTTAWA LAKE,MI,49267,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=732800
MC-732808,KPM TRANSPORT LLC,,CARRIER,Property,(971) 275-7005,PAVLOK@KPMTRANSPORTLLC.COM,"2760 CAROLINA COUNTRY CLUB RD, SPARTANBURG, SC 29306","2760 CAROLINA COUNTRY CLUB RD, SPARTANBURG, SC 29306",SPARTANBURG,SC,29306,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=732808
MC-732813,REYES BEST TRUCKING INC,,CARRIER,Property,(786) 399-1288,REYESBEST1@HOTMAIL.COM,"3501 NW 35TH AVE, MIAMI, FL 33142","169 CURTISS PKWY, MIAMI SPRINGS, FL 33166",MIAMI,FL,33142,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=732813
MC-732816,JEFF D GREER LLC,,CARRIER,Property,(417) 448-7063,KATGREER28@YAHOO.COM,"20311 SOUTH 2100 ROAD, NEVADA, MO 64772","20311 SOUTH 2100 ROAD, NEVADA, MO 64772",NEVADA,MO,64772,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=732816
MC-732821,NCAR INC,NEW CANAAN AUTO REPAIR,CARRIER,Property,(203) 966-1121,,"35 CROSS STREET, NEW CANAAN, CT 06840","35 CROSS STREET, NEW CANAAN, CT 06840",NEW CANAAN,CT,06840,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=732821
MC-732823,FOX FARMS AND TRANSPORT LLC,,CARRIER,Property,(620) 238-3131,,"824 N 20TH ST, WALNUT, KS 66780-4279","824 N 20TH ST, WALNUT, KS 66780-4279",WALNUT,KS,66780-4279,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=732823
MC-732824,NEW CANAAN AUTO BODY INC,,CARRIER,Property,(203) 966-2028,SILVESTRO05@AOL.COM,"39 CROSS STREET, NEW CANAAN, CT 06840","39 CROSS STREERT, NEW CANAAN, CT 06840",NEW CANAAN,CT,06840,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=732824
MC-744856,ISIDRO D NOVOA CALLEJAS,,CARRIER,Property,(626) 625-1229,NOVOAISIDRO@GMAIL.COM,"590 LOCHMERE AVE, LA PUENTE, CA 91744","590 LOCHMERE AVE, LA PUENTE, CA 91744",LA PUENTE,CA,91744.0,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=744856
MC-744868,INNOVATIVE INSTALLATIONS INC,,CARRIER,Property,(859) 252-6453,KRISTLE.INNOVATIVE@GMAIL.COM,"1150 COMMERCIAL DRIVE STE 120, LEXINGTON, KY 40505","1150 COMMERCIAL DRIVE STE 120, LEXINGTON, KY 40505",LEXINGTON,KY,40505.0,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=744868
MC-744876,DISTANT STAR TRANSPORT,,CARRIER,Property,(405) 343-5908,DISTANTSTARTRANSPORT@GMAIL.COM,"516 SOSEBEE FARM RD SUITE 434, GRAYSON, GA 30017","516 SOSEBEE FARM RD SUITE 434, GRAYSON, GA 30017",GRAYSON,GA,30017.0,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=744876
MC-744887,BOISE TRUCKING LLC,,CARRIER,Property,(208) 559-0966,BOISETRUCKING@HOTMAIL.COM,"1080 N DOVE AVE, BOISE, ID 83704","1080 N DOVE AVE, BOISE, ID 83704",BOISE,ID,83704.0,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=744887
MC-744895,NAVTEJ SINGH DHALIWAL,TEJ TRUCKING,CARRIER,Property,(209) 612-2131,TEJTRUCKING@YAHOO.COM,"2848 NORTH BURL AVENUE, FRESNO, CA 93727","2848 NORTH BURL AVENUE, FRESNO, CA 93727",FRESNO,CA,93727.0,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=744895
MC-744898,PRAIRIELAND LOGISTICS LLC,,CARRIER,Property,(574) 876-4316,KRISTYCHAMBERS@HOTMAIL.COM,"3566 N 700 E, ROLLING PRAIRIE, IN 46371","3566 N 700 E, ROLLING PRAIRIE, IN 46371",ROLLING PRAIRIE,IN,46371.0,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=744898
MC-744900,BUDGET TRUCKING INC,,CARRIER,Property,(706) 416-7812,BUDGETTRUCKINGINC@GMAIL.COM,"50 CHATSWORTH PLACE, NEWNAN, GA 30265","50 CHATSWORTH PLACE, NEWNAN, GA 30265",NEWNAN,GA,30265.0,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=744900
MC-744907,ALEJANDRO CAMACHO,P & K TRANSPORT,CARRIER,Property,(909) 997-5067,ACAMACHO499@GMAIL.COM,"250 N LINDEN AVE 253, RIALTO, CA 92376","250 N LINDEN AVE 253, RIALTO, CA 92376",RIALTO,CA,92376.0,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=744907
MC-744911,CK TRUCKING LLC,,CARRIER,Property,(605) 520-4945,CKHUNTINGLODGE@GMAIL.COM,"43204 172ND ST, CLARK, SD 57225","43204 172ND ST, CLARK, SD 57225",CLARK,SD,57225.0,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=744911
,JULIO CESAR REYES TRANSPORTES INTERNACIONALES DE MEXICO S DE RL DE CV,,CARRIER,Property,(656) 506-8196,JCRTRANSPORTESIM@OUTLOOK.COM,"BAJA CALIFORNIA 2282, CD JUAREZ, CI 32500","4552 SEAN SIM ST, EL PASO, TX 79938",CD JUAREZ,CI,32500.0,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=744916
MC-744919,MTW TRUCKMASTERS LLC,,CARRIER,Property,(210) 214-1391,MTWTRUCKMASTERS@GMAIL.COM,"1509 ELM FOREST WAY, LANCASTER, TX 75146","1509 ELM FOREST WAY, LANCASTER, TX 75146",LANCASTER,TX,75146.0,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=744919
MC-744921,UNITED TRANSPORTATION AND LOGISTICS LLC,,CARRIER,Property,(515) 480-5366,TGREINER@UTLOGISTICS.COM,"1550 E WASHINGTON AVE, DES MOINES, IA 50316","1627 NW 27TH CT, ANKENY, IA 50023",DES MOINES,IA,50316.0,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=744921
MC-744928,HERDES INC,,CARRIER/SHIPPER,Property,(618) 676-4946,,"1565 OLD BIBLE GROVE RD, LOUISVILLE, IL 62858","1565 OLD BIBLE GROVE RD, LOUISVILLE, IL 62858",LOUISVILLE,IL,62858.0,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=744928
MC-744936,ANTHONY ROD RODRIGUEZ,5R TRANSPORT,CARRIER,Property,(903) 388-0581,R_PUDGE@YAHOO.COM,"301 CR 601, TEAGUE, TX 75860","301 CR 601, TEAGUE, TX 75860",TEAGUE,TX,75860.0,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=744936
MC-744938,INTERSTATE TRUCK & TRAILER REPAIR,,CARRIER,Property,(978) 372-0047,INTERSTATETRUCK@COMCAST.NET,"1001 HILLDALE AVE, HAVERHILL, MA 01832","PO BOX 234, ATKINSON, NH 03811",HAVERHILL,MA,1832.0,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=744938
MC-744941,MILLERS CONSTRUCTION SERVICE INC,,CARRIER,Property,(219) 210-3136,CHELSEA@DANDMEXCAVATING.COM,"9896 W 300 NORTH BLDG A, MICHIGAN CITY, IN 46360","9896 W 300 NORTH BLDG A, MICHIGAN CITY, IN 46360",MICHIGAN CITY,IN,46360.0,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=744941
MC-744957,JTP TRANSPORTATION INC,,CARRIER,Property,(856) 307-1900,ERIC.BROWN@JTPTRANSPORTATION.COM,"114 DELSEA DR S UNIT 14, GLASSBORO, NJ 08028","114 DELSEA DR S UNIT 14, GLASSBORO, NJ 08028",GLASSBORO,NJ,8028.0,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=744957
MC-744958,R L WILLIAMS ENTERPRISE LLC,,CARRIER,Property,(770) 947-3766,WILLIAMSENTERPRISE@BELLSOUTH.NET,"1919 MACK ROAD, DOUGLASVILLE, GA 30135","1919 MACK ROAD, DOUGLASVILLE, GA 30135",DOUGLASVILLE,GA,30135.0,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=744958
MC-744962,BLUE GRASS TOURS LLC,CROWN CHARTER,CARRIER,Property,(812) 577-0219,CROWN1@CROWNCHARTER.NET,"225 CHARLES A LIDDLE DRIVE SUITE 110, LAWRENCEBURG, IN 47025","225 CHARLES A LIDDLE DRIVE SUITE 110, LAWRENCEBURG, IN 47025",LAWRENCEBURG,IN,47025.0,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=744962
MC-744966,CLIFFORD GENE STURGELL,APS TRANSPORT,CARRIER,Property,(336) 239-2859,CBSTURGELL@YAHOO.COM,"1026 GREEN MEADOWS DR, LEXINGTON, NC 27292","1026 GREEN MEADOWS DR, LEXINGTON, NC 27292",LEXINGTON,NC,27292.0,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=744966
